model	k	stratum	minimum_instance_coverage	minimum_candidate_labeled_coverage	minimum_same_role_purity	selected_candidates	weed_truth_instances	many_to_one_recalled_instances	many_to_one_queued_recall	one_to_one_matches	one_to_one_queued_recall
all_candidate_role_plus_local_logistic	5	2023-06-06	0.25	0.5	0.75	40	726	49	0.0674931129476584	33	0.045454545454545456
all_candidate_role_plus_local_logistic	5	2023-06-06	0.25	0.5	0.9	40	726	49	0.0674931129476584	33	0.045454545454545456
all_candidate_role_plus_local_logistic	5	2023-06-06	0.25	0.75	0.5	40	726	34	0.046831955922865015	20	0.027548209366391185
all_candidate_role_plus_local_logistic	5	2023-06-06	0.25	0.75	0.75	40	726	34	0.046831955922865015	20	0.027548209366391185
all_candidate_role_plus_local_logistic	5	2023-06-06	0.25	0.75	0.9	40	726	34	0.046831955922865015	20	0.027548209366391185
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.25	0.5	40	726	82	0.11294765840220386	33	0.045454545454545456
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.25	0.75	40	726	46	0.06336088154269973	31	0.04269972451790634
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.25	0.9	40	726	46	0.06336088154269973	31	0.04269972451790634
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.5	0.5	40	726	82	0.11294765840220386	33	0.045454545454545456
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.5	0.75	40	726	46	0.06336088154269973	31	0.04269972451790634
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.5	0.9	40	726	46	0.06336088154269973	31	0.04269972451790634
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.75	0.5	40	726	32	0.0440771349862259	19	0.026170798898071626
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.75	0.75	40	726	32	0.0440771349862259	19	0.026170798898071626
all_candidate_role_plus_local_logistic	5	2023-06-06	0.5	0.75	0.9	40	726	32	0.0440771349862259	19	0.026170798898071626
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.25	0.5	40	726	65	0.08953168044077135	24	0.03305785123966942
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.25	0.75	40	726	34	0.046831955922865015	22	0.030303030303030304
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.25	0.9	40	726	34	0.046831955922865015	22	0.030303030303030304
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.5	0.5	40	726	65	0.08953168044077135	24	0.03305785123966942
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.5	0.75	40	726	34	0.046831955922865015	22	0.030303030303030304
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.5	0.9	40	726	34	0.046831955922865015	22	0.030303030303030304
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.75	0.5	40	726	21	0.028925619834710745	11	0.015151515151515152
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.75	0.75	40	726	21	0.028925619834710745	11	0.015151515151515152
all_candidate_role_plus_local_logistic	5	2023-06-06	0.75	0.75	0.9	40	726	21	0.028925619834710745	11	0.015151515151515152
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.25	0.5	10	154	73	0.474025974025974	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.25	0.75	10	154	73	0.474025974025974	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.25	0.9	10	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.5	0.5	10	154	73	0.474025974025974	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.5	0.75	10	154	73	0.474025974025974	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.5	0.9	10	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.75	0.5	10	154	70	0.45454545454545453	3	0.01948051948051948
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.75	0.75	10	154	70	0.45454545454545453	3	0.01948051948051948
all_candidate_role_plus_local_logistic	5	2023-06-15	0.25	0.75	0.9	10	154	2	0.012987012987012988	2	0.012987012987012988
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.25	0.5	10	154	71	0.461038961038961	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.25	0.75	10	154	71	0.461038961038961	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.25	0.9	10	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.5	0.5	10	154	71	0.461038961038961	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.5	0.75	10	154	71	0.461038961038961	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.5	0.9	10	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.75	0.5	10	154	68	0.44155844155844154	3	0.01948051948051948
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.75	0.75	10	154	68	0.44155844155844154	3	0.01948051948051948
all_candidate_role_plus_local_logistic	5	2023-06-15	0.5	0.75	0.9	10	154	2	0.012987012987012988	2	0.012987012987012988
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.25	0.5	10	154	66	0.42857142857142855	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.25	0.75	10	154	66	0.42857142857142855	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.25	0.9	10	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.5	0.5	10	154	66	0.42857142857142855	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.5	0.75	10	154	66	0.42857142857142855	6	0.03896103896103896
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.5	0.9	10	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.75	0.5	10	154	63	0.4090909090909091	3	0.01948051948051948
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.75	0.75	10	154	63	0.4090909090909091	3	0.01948051948051948
all_candidate_role_plus_local_logistic	5	2023-06-15	0.75	0.75	0.9	10	154	2	0.012987012987012988	2	0.012987012987012988
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.25	0.5	260	1712	296	0.17289719626168223	148	0.08644859813084112
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.25	0.75	260	1712	256	0.14953271028037382	145	0.084696261682243
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.25	0.9	260	1712	187	0.10922897196261683	143	0.08352803738317757
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.5	0.5	260	1712	272	0.1588785046728972	126	0.07359813084112149
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.5	0.75	260	1712	232	0.13551401869158877	123	0.07184579439252337
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.5	0.9	260	1712	163	0.09521028037383178	121	0.07067757009345794
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.75	0.5	260	1712	148	0.08644859813084112	58	0.03387850467289719
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.75	0.75	260	1712	148	0.08644859813084112	58	0.03387850467289719
all_candidate_role_plus_local_logistic	10	ALL	0.25	0.75	0.9	260	1712	79	0.04614485981308411	56	0.03271028037383177
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.25	0.5	260	1712	273	0.1594626168224299	134	0.07827102803738317
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.25	0.75	260	1712	233	0.1360981308411215	131	0.07651869158878505
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.25	0.9	260	1712	166	0.0969626168224299	129	0.07535046728971963
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.5	0.5	260	1712	251	0.1466121495327103	114	0.06658878504672897
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.5	0.75	260	1712	211	0.12324766355140188	111	0.06483644859813084
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.5	0.9	260	1712	144	0.08411214953271028	109	0.06366822429906542
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.75	0.5	260	1712	136	0.0794392523364486	50	0.029205607476635514
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.75	0.75	260	1712	136	0.0794392523364486	50	0.029205607476635514
all_candidate_role_plus_local_logistic	10	ALL	0.5	0.75	0.9	260	1712	69	0.04030373831775701	48	0.028037383177570093
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.25	0.5	260	1712	227	0.13259345794392524	106	0.06191588785046729
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.25	0.75	260	1712	192	0.11214953271028037	103	0.06016355140186916
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.25	0.9	260	1712	131	0.07651869158878505	102	0.05957943925233645
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.5	0.5	260	1712	207	0.12091121495327103	88	0.0514018691588785
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.5	0.75	260	1712	172	0.10046728971962617	85	0.04964953271028037
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.5	0.9	260	1712	111	0.06483644859813084	84	0.04906542056074766
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.75	0.5	260	1712	104	0.06074766355140187	29	0.016939252336448597
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.75	0.75	260	1712	104	0.06074766355140187	29	0.016939252336448597
all_candidate_role_plus_local_logistic	10	ALL	0.75	0.75	0.9	260	1712	43	0.02511682242990654	28	0.016355140186915886
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.25	0.5	80	392	10	0.025510204081632654	10	0.025510204081632654
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.25	0.75	80	392	10	0.025510204081632654	10	0.025510204081632654
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.25	0.9	80	392	9	0.02295918367346939	9	0.02295918367346939
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.5	0.5	80	392	6	0.015306122448979591	6	0.015306122448979591
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.5	0.75	80	392	6	0.015306122448979591	6	0.015306122448979591
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.5	0.9	80	392	5	0.012755102040816327	5	0.012755102040816327
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.75	0.5	80	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.75	0.75	80	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_role_plus_local_logistic	10	2023-05-25	0.25	0.75	0.9	80	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.25	0.5	80	392	9	0.02295918367346939	9	0.02295918367346939
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.25	0.75	80	392	9	0.02295918367346939	9	0.02295918367346939
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.25	0.9	80	392	8	0.02040816326530612	8	0.02040816326530612
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.5	0.5	80	392	5	0.012755102040816327	5	0.012755102040816327
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.5	0.75	80	392	5	0.012755102040816327	5	0.012755102040816327
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.5	0.9	80	392	4	0.01020408163265306	4	0.01020408163265306
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.75	0.5	80	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.75	0.75	80	392	2	0.00510204081632653	2	0.00510204081632653
all_candidate_role_plus_local_logistic	10	2023-05-25	0.5	0.75	0.9	80	392	1	0.002551020408163265	1	0.002551020408163265
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.25	0.5	80	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.25	0.75	80	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.25	0.9	80	392	7	0.017857142857142856	7	0.017857142857142856
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.5	0.5	80	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.5	0.75	80	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.5	0.9	80	392	3	0.007653061224489796	3	0.007653061224489796
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.75	0.5	80	392	0	0.0	0	0.0
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.75	0.75	80	392	0	0.0	0	0.0
all_candidate_role_plus_local_logistic	10	2023-05-25	0.75	0.75	0.9	80	392	0	0.0	0	0.0
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.25	0.5	80	440	68	0.15454545454545454	57	0.12954545454545455
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.25	0.75	80	440	68	0.15454545454545454	57	0.12954545454545455
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.25	0.9	80	440	68	0.15454545454545454	57	0.12954545454545455
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.5	0.5	80	440	51	0.1159090909090909	42	0.09545454545454546
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.5	0.75	80	440	51	0.1159090909090909	42	0.09545454545454546
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.5	0.9	80	440	51	0.1159090909090909	42	0.09545454545454546
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.75	0.5	80	440	11	0.025	11	0.025
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.75	0.75	80	440	11	0.025	11	0.025
all_candidate_role_plus_local_logistic	10	2023-05-30	0.25	0.75	0.9	80	440	11	0.025	11	0.025
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.25	0.5	80	440	57	0.12954545454545455	50	0.11363636363636363
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.25	0.75	80	440	57	0.12954545454545455	50	0.11363636363636363
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.25	0.9	80	440	57	0.12954545454545455	50	0.11363636363636363
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.5	0.5	80	440	41	0.09318181818181819	36	0.08181818181818182
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.5	0.75	80	440	41	0.09318181818181819	36	0.08181818181818182
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.5	0.9	80	440	41	0.09318181818181819	36	0.08181818181818182
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.75	0.5	80	440	7	0.015909090909090907	7	0.015909090909090907
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.75	0.75	80	440	7	0.015909090909090907	7	0.015909090909090907
all_candidate_role_plus_local_logistic	10	2023-05-30	0.5	0.75	0.9	80	440	7	0.015909090909090907	7	0.015909090909090907
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.25	0.5	80	440	47	0.10681818181818181	42	0.09545454545454546
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.25	0.75	80	440	47	0.10681818181818181	42	0.09545454545454546
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.25	0.9	80	440	47	0.10681818181818181	42	0.09545454545454546
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.5	0.5	80	440	33	0.075	30	0.06818181818181818
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.5	0.75	80	440	33	0.075	30	0.06818181818181818
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.5	0.9	80	440	33	0.075	30	0.06818181818181818
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.75	0.5	80	440	3	0.006818181818181818	3	0.006818181818181818
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.75	0.75	80	440	3	0.006818181818181818	3	0.006818181818181818
all_candidate_role_plus_local_logistic	10	2023-05-30	0.75	0.75	0.9	80	440	3	0.006818181818181818	3	0.006818181818181818
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.25	0.5	80	726	142	0.19559228650137742	72	0.09917355371900827
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.25	0.75	80	726	102	0.14049586776859505	69	0.09504132231404959
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.25	0.9	80	726	102	0.14049586776859505	69	0.09504132231404959
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.5	0.5	80	726	139	0.19146005509641872	69	0.09504132231404959
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.5	0.75	80	726	99	0.13636363636363635	66	0.09090909090909091
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.5	0.9	80	726	99	0.13636363636363635	66	0.09090909090909091
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.75	0.5	80	726	62	0.08539944903581267	39	0.05371900826446281
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.75	0.75	80	726	62	0.08539944903581267	39	0.05371900826446281
all_candidate_role_plus_local_logistic	10	2023-06-06	0.25	0.75	0.9	80	726	62	0.08539944903581267	39	0.05371900826446281
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.25	0.5	80	726	134	0.18457300275482094	67	0.09228650137741047
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.25	0.75	80	726	94	0.12947658402203857	64	0.0881542699724518
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.25	0.9	80	726	94	0.12947658402203857	64	0.0881542699724518
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.5	0.5	80	726	132	0.18181818181818182	65	0.08953168044077135
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.5	0.75	80	726	92	0.12672176308539945	62	0.08539944903581267
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.5	0.9	80	726	92	0.12672176308539945	62	0.08539944903581267
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.75	0.5	80	726	57	0.07851239669421488	36	0.049586776859504134
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.75	0.75	80	726	57	0.07851239669421488	36	0.049586776859504134
all_candidate_role_plus_local_logistic	10	2023-06-06	0.5	0.75	0.9	80	726	57	0.07851239669421488	36	0.049586776859504134
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.25	0.5	80	726	107	0.14738292011019283	51	0.07024793388429752
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.25	0.75	80	726	72	0.09917355371900827	48	0.06611570247933884
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.25	0.9	80	726	72	0.09917355371900827	48	0.06611570247933884
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.5	0.5	80	726	105	0.1446280991735537	49	0.0674931129476584
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.5	0.75	80	726	70	0.09641873278236915	46	0.06336088154269973
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.5	0.9	80	726	70	0.09641873278236915	46	0.06336088154269973
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.75	0.5	80	726	38	0.05234159779614325	23	0.03168044077134986
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.75	0.75	80	726	38	0.05234159779614325	23	0.03168044077134986
all_candidate_role_plus_local_logistic	10	2023-06-06	0.75	0.75	0.9	80	726	38	0.05234159779614325	23	0.03168044077134986
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.25	0.5	20	154	76	0.4935064935064935	9	0.05844155844155844
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.25	0.75	20	154	76	0.4935064935064935	9	0.05844155844155844
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.25	0.9	20	154	8	0.05194805194805195	8	0.05194805194805195
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.5	0.5	20	154	76	0.4935064935064935	9	0.05844155844155844
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.5	0.75	20	154	76	0.4935064935064935	9	0.05844155844155844
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.5	0.9	20	154	8	0.05194805194805195	8	0.05194805194805195
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.75	0.5	20	154	73	0.474025974025974	6	0.03896103896103896
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.75	0.75	20	154	73	0.474025974025974	6	0.03896103896103896
all_candidate_role_plus_local_logistic	10	2023-06-15	0.25	0.75	0.9	20	154	5	0.032467532467532464	5	0.032467532467532464
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.25	0.5	20	154	73	0.474025974025974	8	0.05194805194805195
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.25	0.75	20	154	73	0.474025974025974	8	0.05194805194805195
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.25	0.9	20	154	7	0.045454545454545456	7	0.045454545454545456
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.5	0.5	20	154	73	0.474025974025974	8	0.05194805194805195
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.5	0.75	20	154	73	0.474025974025974	8	0.05194805194805195
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.5	0.9	20	154	7	0.045454545454545456	7	0.045454545454545456
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.75	0.5	20	154	70	0.45454545454545453	5	0.032467532467532464
all_candidate_role_plus_local_logistic	10	2023-06-15	0.5	0.75	0.75	20	154	70	0.45454545454545453	5	0.032467532467532464
